name,id,nametype,recclass,mass (g),fall,year,lat,lng,GeoLocation
Graves Nunataks 06153,46022,Valid,L5,106.2,Found,2006,,,
Graves Nunataks 06154,46023,Valid,H5,38.8,Found,2006,,,
Graves Nunataks 06155,46024,Valid,H6,24.9,Found,2006,,,
Graves Nunataks 06156,46025,Valid,L5,7,Found,2006,,,
Graves Nunataks 06157,45019,Valid,Lunar (anorth),0.8,Found,2006,,,
Graves Nunataks 06158,46026,Valid,CM2,1.3,Found,2006,,,
Graves Nunataks 06159,46027,Valid,L5,5.2,Found,2006,,,
Graves Nunataks 06160,46028,Valid,L5,1.2,Found,2006,,,
Graves Nunataks 06161,46029,Valid,L5,0.5,Found,2006,,,
Graves Nunataks 06162,46030,Valid,L6,42.1,Found,2006,,,
Graves Nunataks 06163,46031,Valid,LL5,20.2,Found,2006,,,
Graves Nunataks 06164,46032,Valid,L5,11.4,Found,2006,,,
Graves Nunataks 06165,46033,Valid,H5,3,Found,2006,,,
Graves Nunataks 06166,46034,Valid,L5,15.5,Found,2006,,,
Graves Nunataks 06167,46035,Valid,LL6,4.9,Found,2006,,,
Graves Nunataks 06168,46036,Valid,L5,1.8,Found,2006,,,
Graves Nunataks 06169,46037,Valid,L5,4.1,Found,2006,,,
Graves Nunataks 06170,47389,Valid,LL5,191.2,Found,2006,,,
Graves Nunataks 06171,47390,Valid,LL5,233,Found,2006,,,
Graves Nunataks 06172,45020,Valid,CM2,21.1,Found,2006,,,
Graves Nunataks 06173,45021,Valid,CK4,5.5,Found,2006,,,
Graves Nunataks 06174,49539,Valid,L6,95.8,Found,2006,0,0,"(0.0, 0.0)"
Graves Nunataks 06175,49540,Valid,LL5,73.3,Found,2006,0,0,"(0.0, 0.0)"
Graves Nunataks 06176,49541,Valid,L5,95.8,Found,2006,0,0,"(0.0, 0.0)"
Graves Nunataks 06177,49542,Valid,L5,92.7,Found,2006,0,0,"(0.0, 0.0)"
Graves Nunataks 06178,49543,Valid,L3.5,37,Found,2006,0,0,"(0.0, 0.0)"
Graves Nunataks 06179,49544,Valid,LL4,46.1,Found,2006,0,0,"(0.0, 0.0)"
Graves Nunataks 06180,46038,Valid,L5,23.7,Found,2006,,,
Graves Nunataks 06181,46039,Valid,LL5,50.4,Found,2006,,,
Graves Nunataks 06182,46040,Valid,LL6,30.7,Found,2006,,,
Graves Nunataks 06183,46041,Valid,L5,7.1,Found,2006,,,
Graves Nunataks 06184,46042,Valid,L6,37.4,Found,2006,,,
Graves Nunataks 06185,46043,Valid,LL6,54.4,Found,2006,,,
Graves Nunataks 06186,46044,Valid,LL6,9.5,Found,2006,,,
Graves Nunataks 06187,46045,Valid,L5,2.7,Found,2006,,,
Graves Nunataks 06188,46046,Valid,L5,7.5,Found,2006,,,
Graves Nunataks 06189,45022,Valid,Eucrite-unbr,2.9,Found,2006,,,
Graves Nunataks 06190,46047,Valid,L6,12.7,Found,2006,,,
Graves Nunataks 06191,46048,Valid,L5,10.1,Found,2006,,,
Graves Nunataks 06192,46049,Valid,H6,32.4,Found,2006,,,
Graves Nunataks 06193,46050,Valid,L5,4.2,Found,2006,,,
Graves Nunataks 06194,46051,Valid,L5,3.3,Found,2006,,,
Graves Nunataks 06195,46052,Valid,L5,6.2,Found,2006,,,
Graves Nunataks 06196,46053,Valid,L5,12,Found,2006,,,
Graves Nunataks 06197,46054,Valid,L6,11.7,Found,2006,,,
Graves Nunataks 06198,46055,Valid,LL5,8.4,Found,2006,,,
Graves Nunataks 06199,46056,Valid,H6,6,Found,2006,,,
Graves Nunataks 06200,46057,Valid,L5,158.6,Found,2006,,,
Graves Nunataks 06201,46058,Valid,L5,91.6,Found,2006,,,
Graves Nunataks 06202,46059,Valid,L5,65.6,Found,2006,,,
Graves Nunataks 06203,46060,Valid,LL5,63.6,Found,2006,,,
Graves Nunataks 06217,46069,Valid,L5,5.3,Found,2006,,,
Graves Nunataks 06218,46070,Valid,L5,1.6,Found,2006,,,
Graves Nunataks 06219,46071,Valid,L5,4,Found,2006,,,
Graves Nunataks 06220,46072,Valid,H5,4.5,Found,2006,,,
Graves Nunataks 06221,46073,Valid,L5,0.4,Found,2006,,,
Graves Nunataks 06222,46074,Valid,L5,1.1,Found,2006,,,
Graves Nunataks 06223,46075,Valid,L6,9.2,Found,2006,,,
Graves Nunataks 06224,46076,Valid,L5,3.8,Found,2006,,,
Graves Nunataks 06225,46077,Valid,L5,1,Found,2006,,,
Graves Nunataks 06226,46078,Valid,L5,2.2,Found,2006,,,
Graves Nunataks 06227,46079,Valid,L5,13.8,Found,2006,,,
Graves Nunataks 06228,46080,Valid,L5,10.9,Found,2006,,,
Graves Nunataks 06229,46081,Valid,L5,7.2,Found,2006,,,
Graves Nunataks 06230,46082,Valid,LL6,3.3,Found,2006,,,
Graves Nunataks 06231,46083,Valid,L5,3.2,Found,2006,,,
Graves Nunataks 06232,46084,Valid,L6,7.5,Found,2006,,,
Graves Nunataks 06233,46085,Valid,LL6,7.3,Found,2006,,,
Graves Nunataks 06234,46086,Valid,L5,4.1,Found,2006,,,
Great Sand Sea 030,50999,Valid,H6,51.33,Found,2006,26.37817,26.8505,"(26.37817, 26.8505)"
