name,id,nametype,recclass,mass (g),fall,year,lat,lng,GeoLocation
Queen Alexandra Range 99280,21731,Valid,LL5,7.1,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99281,21732,Valid,LL5,1.48,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99282,21733,Valid,LL5,18.5,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99283,21734,Valid,LL5,2.2,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99284,21735,Valid,LL5,2.8,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99285,21736,Valid,LL5,11.5,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99286,21737,Valid,LL5,1.86,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99287,21738,Valid,LL5,9.3,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99288,21739,Valid,LL5,3,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99290,21740,Valid,LL5,2.9,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99291,21741,Valid,LL5,5.2,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99292,21742,Valid,LL5,3.8,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99293,21743,Valid,LL5,1.76,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99294,21744,Valid,L5,1.76,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99295,21745,Valid,LL5,0.34,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99296,21746,Valid,LL5,2.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99297,21747,Valid,LL5,1.96,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99298,21748,Valid,LL5,1.96,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99299,21749,Valid,LL5,1.76,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99300,21750,Valid,LL5,1.76,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99301,21751,Valid,H6,10,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99302,21752,Valid,LL5,10,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99303,21753,Valid,LL5,3.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99304,21754,Valid,H6,3.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99305,21755,Valid,LL5,17.4,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99306,21756,Valid,LL5,1.81,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99307,21757,Valid,H6,13.8,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99308,21758,Valid,H6,7.5,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99309,21759,Valid,CBb,1.75,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99310,21760,Valid,H6,25.3,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99311,21761,Valid,H5,98.3,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99312,21762,Valid,L5,101.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99313,21763,Valid,LL5,103.9,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99314,21764,Valid,L5,101.2,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99315,21765,Valid,LL5,142.3,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99316,21766,Valid,LL5,104,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99317,21767,Valid,LL5,145,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99318,21768,Valid,H5,90,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99319,21769,Valid,H5,77.9,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99320,21770,Valid,LL5,17.8,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99321,21771,Valid,LL5,23.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99322,21772,Valid,H6,35.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99323,21773,Valid,LL5,47.5,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99324,21774,Valid,H6,16.3,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99325,21775,Valid,LL5,52.4,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99326,21776,Valid,H6,21.6,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99327,21777,Valid,L4,29.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99328,21778,Valid,LL5,25.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99329,21779,Valid,H6,19.6,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99330,21780,Valid,LL6,11.7,Found,1999,-84,168,"(-84.0, 168.0)"
Queen Alexandra Range 99332,21782,Valid,LL5,8.7,Found,1999,-84,168,"(-84.0, 168.0)"
