name,id,nametype,recclass,mass (g),fall,year,lat,lng,GeoLocation
Elephant Moraine 90740,9149,Valid,L6,11.6,Found,1990,-76.27049,156.44691,"(-76.27049, 156.44691)"
Elephant Moraine 90741,9150,Valid,L6,12.6,Found,1990,-76.26703,156.44833,"(-76.26703, 156.44833)"
Elephant Moraine 90742,9151,Valid,L6,5.3,Found,1990,-76.28286,156.40906,"(-76.28286, 156.40906)"
Elephant Moraine 90743,9152,Valid,L6,21.7,Found,1990,-76.27926,156.42027,"(-76.27926, 156.42027)"
Elephant Moraine 90744,9153,Valid,L6,4.1,Found,1990,-76.29006,156.37444,"(-76.29006, 156.37444)"
Elephant Moraine 90745,9154,Valid,L4,5,Found,1990,-76.28912,156.41081,"(-76.28912, 156.41081)"
Elephant Moraine 90746,9155,Valid,L6,28.7,Found,1990,-76.2827,156.44476,"(-76.2827, 156.44476)"
Elephant Moraine 90747,9156,Valid,L6,12.1,Found,1990,-76.28663,156.44656,"(-76.28663, 156.44656)"
Elephant Moraine 90748,9157,Valid,L6,17.8,Found,1990,-76.28653,156.44095,"(-76.28653, 156.44095)"
Elephant Moraine 90749,9158,Valid,L6,10,Found,1990,-76.28257,156.46062,"(-76.28257, 156.46062)"
Elephant Moraine 90750,9159,Valid,L6,14.7,Found,1990,-76.28466,156.45988,"(-76.28466, 156.45988)"
Elephant Moraine 90751,9160,Valid,L6,8.6,Found,1990,-76.28163,156.4638,"(-76.28163, 156.4638)"
Elephant Moraine 90752,9161,Valid,L6,17.2,Found,1990,-76.28707,156.4607,"(-76.28707, 156.4607)"
Elephant Moraine 90753,9162,Valid,L6,30.2,Found,1990,-76.28498,156.46089,"(-76.28498, 156.46089)"
Elephant Moraine 90754,9163,Valid,L6,13.6,Found,1990,-76.2805,156.44409,"(-76.2805, 156.44409)"
Elephant Moraine 90755,9164,Valid,H5,21.4,Found,1990,-76.28599,156.44997,"(-76.28599, 156.44997)"
Elephant Moraine 90756,9165,Valid,L6,11.8,Found,1990,-76.28217,156.46237,"(-76.28217, 156.46237)"
Elephant Moraine 90757,9166,Valid,Aubrite,3.7,Found,1990,-76.28575,156.49583,"(-76.28575, 156.49583)"
Elephant Moraine 90758,9167,Valid,L6,44.2,Found,1990,-76.28479,156.46238,"(-76.28479, 156.46238)"
Elephant Moraine 90759,9168,Valid,L6,8.3,Found,1990,-76.28251,156.47597,"(-76.28251, 156.47597)"
Elephant Moraine 90760,9169,Valid,L6,5.4,Found,1990,-76.28384,156.43736,"(-76.28384, 156.43736)"
Elephant Moraine 90761,9170,Valid,L6,12.2,Found,1990,-76.28322,156.45294,"(-76.28322, 156.45294)"
Elephant Moraine 90762,9171,Valid,L6,6,Found,1990,-76.2901,156.45746,"(-76.2901, 156.45746)"
Elephant Moraine 90763,9172,Valid,L6,4.9,Found,1990,-76.28583,156.43812,"(-76.28583, 156.43812)"
Elephant Moraine 90764,9173,Valid,L6,27.3,Found,1990,-76.28451,156.46501,"(-76.28451, 156.46501)"
Elephant Moraine 90765,9174,Valid,L6,29.1,Found,1990,-76.28453,156.46033,"(-76.28453, 156.46033)"
Elephant Moraine 90766,9175,Valid,L6,3.2,Found,1990,-76.28521,156.44383,"(-76.28521, 156.44383)"
Elephant Moraine 90767,9176,Valid,L6,14.7,Found,1990,-76.28754,156.46724,"(-76.28754, 156.46724)"
Elephant Moraine 90768,9177,Valid,L6,5.8,Found,1990,-76.28808,156.43718,"(-76.28808, 156.43718)"
Elephant Moraine 90769,9178,Valid,L6,12.5,Found,1990,-76.28336,156.45035,"(-76.28336, 156.45035)"
