name,id,nametype,recclass,mass (g),fall,year,lat,lng,GeoLocation
Nogata,16988,Valid,L6,472,Fell,860,33.725,130.75,"(33.725, 130.75)"
Narni,16914,Valid,Stone-uncl,,Fell,920,42.51667,12.51667,"(42.51667, 12.51667)"
Elbogen,7823,Valid,"Iron, IID",107000,Fell,1399,50.18333,12.73333,"(50.18333, 12.73333)"
Rivolta de Bassi,22614,Valid,Stone-uncl,103.3,Fell,1490,45.48333,9.51667,"(45.48333, 9.51667)"
Ensisheim,10039,Valid,LL6,127000,Fell,1491,47.86667,7.35,"(47.86667, 7.35)"
Valdinoce,24146,Valid,Stone-uncl,,Fell,1495,44.06667,12.1,"(44.06667, 12.1)"
Oliva-Gandia,18012,Valid,Stone-uncl,,Fell,1519,39,-0.03333,"(39.0, -0.03333)"
Campo del Cielo,5247,Valid,"Iron, IAB-MG",50000000,Found,1575,-27.46667,-60.58333,"(-27.46667, -60.58333)"
Castrovillari,5295,Valid,Stone-uncl,15000,Fell,1583,39.8,16.2,"(39.8, 16.2)"
Morito,16745,Valid,"Iron, IIIAB",10100000,Found,1600,27.05,-105.43333,"(27.05, -105.43333)"
Jalandhar,12069,Valid,Iron,1967,Fell,1621,31,75,"(31.0, 75.0)"
Stretchleigh,23732,Valid,Stone-uncl,10400,Fell,1623,50.38333,-3.95,"(50.38333, -3.95)"
Hatford,11855,Valid,Stone-uncl,29000,Fell,1628,51.65,-1.51667,"(51.65, -1.51667)"
Minamino,16692,Valid,L,1040,Fell,1632,35.07833,136.93333,"(35.07833, 136.93333)"
Sagan,22796,Valid,Stone-uncl,,Fell,1636,51.53333,14.88333,"(51.53333, 14.88333)"
Mount Vaisi,16805,Valid,Stone-uncl,17000,Fell,1637,44.08333,6.86667,"(44.08333, 6.86667)"
Stolzenau,23726,Valid,Stone-uncl,,Fell,1647,52.53333,9.05,"(52.53333, 9.05)"
Fünen,10838,Valid,Stone-uncl,,Fell,1654,55.33333,10.33333,"(55.33333, 10.33333)"
Novy-Ergi,17934,Valid,Stone-uncl,,Fell,1662,58.55,31.33333,"(58.55, 31.33333)"
Vago,24143,Valid,H6,40,Fell,1668,45.41667,11.13333,"(45.41667, 11.13333)"
Ortenau,18033,Valid,Stone-uncl,4500,Fell,1671,48.5,8,"(48.5, 8.0)"
Sasagase,23187,Valid,H,695,Fell,1688,34.71667,137.78333,"(34.71667, 137.78333)"
Barcelona (stone),4944,Valid,OC,,Fell,1704,41.36667,2.16667,"(41.36667, 2.16667)"
Schellin,23457,Valid,L,7000,Fell,1715,53.35,15.05,"(53.35, 15.05)"
Siratik,23615,Valid,"Iron, IIAB",1700,Found,1716,14,-11,"(14.0, -11.0)"
Ploschkovitz,18849,Valid,L5,39,Fell,1723,50.53333,14.11667,"(50.53333, 14.11667)"
Steinbach,23722,Valid,"Iron, IVA-an",98000,Found,1724,50.5,12.5,"(50.5, 12.5)"
Rasgrad,22396,Valid,Stone-uncl,24700,Fell,1740,43.5,26.53333,"(43.5, 26.53333)"
Ogi,17994,Valid,H6,14360,Fell,1741,33.28333,130.2,"(33.28333, 130.2)"
Krasnojarsk,12356,Valid,"Pallasite, PMG-an",700000,Found,1749,54.9,91.8,"(54.9, 91.8)"
Nicorps,16970,Valid,Stone-uncl,,Fell,1750,49.03333,-1.43333,"(49.03333, -1.43333)"
Hraschina,11916,Valid,"Iron, IID",49000,Fell,1751,46.1,16.33333,"(46.1, 16.33333)"
Luponnas,14757,Valid,H3-5,14000,Fell,1753,46.21667,5,"(46.21667, 5.0)"
Tabor,23776,Valid,H5,7540,Fell,1753,49.4,14.65,"(49.4, 14.65)"
Albareto,453,Valid,L/LL4,2000,Fell,1766,44.65,11.01667,"(44.65, 11.01667)"
Lucé,14724,Valid,L6,3500,Fell,1768,47.85,0.48333,"(47.85, 0.48333)"
Mauerkirchen,15446,Valid,L6,19000,Fell,1768,48.18333,13.13333,"(48.18333, 13.13333)"
Aire-sur-la-Lys,425,Valid,Unknown,,Fell,1769,50.66667,2.33333,"(50.66667, 2.33333)"
Sena,23495,Valid,H4,4000,Fell,1773,41.71667,-0.05,"(41.71667, -0.05)"
Owrucz,18062,Valid,OC,,Fell,1775,51.33333,28.83333,"(51.33333, 28.83333)"
Rodach,22642,Valid,Stone-uncl,2900,Fell,1775,50.35,10.8,"(50.35, 10.8)"
Toluca,24018,Valid,"Iron, IAB-sLL",3000000,Found,1776,19.56667,-99.56667,"(19.56667, -99.56667)"
Pettiswood,18804,Valid,Stone-uncl,,Fell,1779,53.53333,-7.33333,"(53.53333, -7.33333)"
Longchang,14695,Valid,"Iron, IVA-an",158500,Found,1781,29.3,105.3,"(29.3, 105.3)"
Bendegó,5015,Valid,"Iron, IC",5360000,Found,1784,-10.11667,-39.2,"(-10.11667, -39.2)"
Sierra Blanca,23587,Valid,"Iron, IAB?",405,Found,1784,27.15,-104.9,"(27.15, -104.9)"
Eichstädt,7775,Valid,H5,3000,Fell,1785,48.9,11.21667,"(48.9, 11.21667)"
Kharkov,12291,Valid,L6,1500,Fell,1787,50.625,35.075,"(50.625, 35.075)"
Barbotan,4942,Valid,H5,6400,Fell,1790,43.95,-0.05,"(43.95, -0.05)"
Castel Berardenga,5292,Valid,Stone-uncl,,Fell,1791,43.35,11.5,"(43.35, 11.5)"
Zacatecas (1792),30381,Valid,"Iron, ungrouped",1000000,Found,1792,22.81667,-102.56667,"(22.81667, -102.56667)"
Cape of Good Hope,5261,Valid,"Iron, IVB",136000,Found,1793,-33.5,26,"(-33.5, 26.0)"
Siena,23586,Valid,LL5,3700,Fell,1794,43.11667,11.6,"(43.11667, 11.6)"
Mulletiwu,16851,Valid,L,25.5,Fell,1795,9.33333,80.83333,"(9.33333, 80.83333)"
Wold Cottage,24325,Valid,L6,25000,Fell,1795,54.13667,-0.41333,"(54.13667, -0.41333)"
Bjelaja Zerkov,5063,Valid,H6,1850,Fell,1796,49.78333,30.16667,"(49.78333, 30.16667)"
Portugal,18876,Valid,Stone-uncl,4500,Fell,1796,38.5,-8,"(38.5, -8.0)"
Prambanan,18884,Valid,"Iron, ungrouped",500000,Found,1797,-7.56667,110.83333,"(-7.56667, 110.83333)"
Benares (a),5011,Valid,LL4,3700,Fell,1798,25.36667,82.91667,"(25.36667, 82.91667)"
Salles,23111,Valid,L5,9000,Fell,1798,46.05,4.63333,"(46.05, 4.63333)"
Mauritius,15447,Valid,L6,220,Fell,1801,-20,57,"(-20.0, 57.0)"
Apt,2320,Valid,L6,3200,Fell,1803,43.86667,5.38333,"(43.86667, 5.38333)"
L'Aigle,12434,Valid,L6,37000,Fell,1803,48.76667,0.63333,"(48.76667, 0.63333)"
Mässing,15443,Valid,Howardite,1600,Fell,1803,48.13333,12.61667,"(48.13333, 12.61667)"
Bocas,5093,Valid,L6,56,Fell,1804,23,-102,"(23.0, -102.0)"
Darmstadt,6603,Valid,H5,100,Fell,1804,49.86667,8.65,"(49.86667, 8.65)"
High Possil,11884,Valid,L6,4500,Fell,1804,55.9,-4.23333,"(55.9, -4.23333)"
Charcas,5326,Valid,"Iron, IIIAB",1400000,Found,1804,23.08333,-101.01667,"(23.08333, -101.01667)"
Durango,7751,Valid,"Iron, IIIAB",164000,Found,1804,,,
Misteca,16705,Valid,"Iron, ungrouped",10000,Found,1804,16.8,-97.1,"(16.8, -97.1)"
Asco,2345,Valid,H6,41,Fell,1805,42.45,9.03333,"(42.45, 9.03333)"
Doroninsk,7718,Valid,H5-7,3891,Fell,1805,51.2,112.3,"(51.2, 112.3)"
